precision,recall,threshold
0.08514190317195326,1.0,1.7445663546039187e-05
0.08528428093645485,1.0,1.7521641520765696e-05
0.08571428571428572,1.0,1.7571857236224837e-05
0.08585858585858586,1.0,1.7644102682978642e-05
0.08600337268128162,1.0,1.7689526581087053e-05
0.08614864864864864,1.0,1.7716827985207253e-05
0.08629441624365482,1.0,1.779432500959165e-05
0.08644067796610169,1.0,1.7805059281557744e-05
0.0865874363327674,1.0,1.7805109191435475e-05
0.08673469387755102,1.0,1.7881899287770187e-05
0.0868824531516184,1.0,1.8123301369818944e-05
0.08703071672354949,1.0,1.8124228361592902e-05
0.08717948717948718,1.0,1.8338394465917002e-05
0.08732876712328767,1.0,1.8377153869485946e-05
0.08747855917667238,1.0,1.838772116861472e-05
0.08762886597938144,1.0,1.8425339837187204e-05
0.08777969018932874,1.0,1.8757546595047314e-05
0.08793103448275862,1.0,1.876367630719251e-05
0.08808290155440414,1.0,1.882816306319796e-05
0.08823529411764706,1.0,1.8847071154892092e-05
0.08838821490467938,1.0,1.8850389605709627e-05
0.08854166666666667,1.0,1.8853799764679803e-05
0.08869565217391304,1.0,1.8901186761519218e-05
0.08885017421602788,1.0,1.9039966274222117e-05
0.08900523560209424,1.0,1.9044348979799993e-05
0.08916083916083917,1.0,1.9142044319732045e-05
0.0893169877408056,1.0,1.9146999163830286e-05
0.08947368421052632,1.0,1.9164831921432863e-05
0.08963093145869948,1.0,1.9195475569908593e-05
0.0897887323943662,1.0,1.9195697918523007e-05
0.08994708994708994,1.0,1.9276098030912154e-05
0.09010600706713781,1.0,1.9276099139667768e-05
0.09026548672566372,1.0,1.9477683282979662e-05
0.09042553191489362,1.0,1.950322100971051e-05
0.0905861456483126,1.0,1.9553052766533646e-05
0.09074733096085409,1.0,1.9565258070488082e-05
0.09090909090909091,1.0,1.959746634331371e-05
0.09107142857142857,1.0,1.9668963362289988e-05
0.09123434704830054,1.0,1.9757890116250537e-05
0.0913978494623656,1.0,1.9794100276709778e-05
0.09156193895870736,1.0,1.9919086461644034e-05
0.09172661870503597,1.0,1.9919843757372385e-05
0.0918918918918919,1.0,2.0113070319150563e-05
0.09205776173285199,1.0,2.0120684845323802e-05
0.0922242314647378,1.0,2.03104062741101e-05
0.09239130434782608,1.0,2.033884258993382e-05
0.09272727272727273,1.0,2.0384080990108205e-05
0.09289617486338798,1.0,2.0419424377097122e-05
0.09306569343065693,1.0,2.055127688408764e-05
0.09323583180987204,1.0,2.0678951717162528e-05
0.09340659340659341,1.0,2.0685641408337056e-05
0.09357798165137615,1.0,2.0732142605301016e-05
0.09375,1.0,2.0827284970789352e-05
0.09392265193370165,1.0,2.0860580895233676e-05
0.0940959409594096,1.0,2.0956448912758157e-05
0.09426987060998152,1.0,2.1112392231716396e-05
0.09444444444444444,1.0,2.1115575556568822e-05
0.09461966604823747,1.0,2.1177513941328992e-05
0.09479553903345725,1.0,2.1199492044165203e-05
0.09514925373134328,1.0,2.120891857867231e-05
0.09550561797752809,1.0,2.130051318375806e-05
0.09586466165413533,1.0,2.1341560498638477e-05
0.096045197740113,1.0,2.1350729375122915e-05
0.09622641509433963,1.0,2.1379683012266187e-05
0.09640831758034027,1.0,2.1386462800878063e-05
0.09659090909090909,1.0,2.1387195151514215e-05
0.0967741935483871,1.0,2.1413952558028837e-05
0.09695817490494296,1.0,2.142015119414379e-05
0.09732824427480916,1.0,2.1533462084156148e-05
0.09751434034416825,1.0,2.1562737625833116e-05
0.09770114942528736,1.0,2.1643718460689324e-05
0.09788867562380038,1.0,2.1673613132977706e-05
0.09807692307692308,1.0,2.1695132662501347e-05
0.09826589595375723,1.0,2.1696716050360038e-05
0.09845559845559845,1.0,2.1728303042377683e-05
